YEAR,Team,Prev Name,Nickname,Abbrev,Attendance,Num,Class,Prev W%,Prev Home W%,Prev All-NBA points,Prev playoff points,Prev attendance,Prev LW attendance
2011,Oklahoma City Thunder,Oklahoma City Thunder,Thunder,OKC,0.99697852,13,High,0.609756098,0.658536585,3,1,0.9890128,0.905282819
2011,Orlando Magic,Orlando Magic,Magic,ORL,1.006685769,13,High,0.719512195,0.829268293,3,4,1,0.905282819
2011,Philadelphia 76ers,Philadelphia 76ers,76ers,PHI,0.720334017,10,Low,0.329268293,0.292682927,0,0,0.694599082,0.905282819
2011,Phoenix Suns,Phoenix Suns,Suns,PHO,1.029055123,14,Very High,0.658536585,0.780487805,4,4,1.033800012,0.905282819
2011,Portland Trail Blazers,Portland Trail Blazers,Trail Blazers,POR,1.054986883,14,Very High,0.609756098,0.634146341,1,1,1.054318194,0.905282819
2011,Sacramento Kings,Sacramento Kings,Kings,SAC,0.802101981,11,Slightly Low,0.304878049,0.43902439,0,0,0.765375065,0.905282819
2011,San Antonio Spurs,San Antonio Spurs,Spurs,SAS,0.99435335,13,High,0.609756098,0.707317073,1,2,0.98213704,0.905282819
2011,Toronto Raptors,Toronto Raptors,Raptors,TOR,0.836666667,11,Slightly Low,0.487804878,0.609756098,0,0,0.903888889,0.905282819
2011,Utah Jazz,Utah Jazz,Jazz,UTA,1.065825412,14,Very High,0.646341463,0.780487805,2,2,1.058560035,0.905282819
2011,Washington Wizards,Washington Wizards,Wizards,WAS,0.824867361,11,Slightly Low,0.317073171,0.365853659,0,0,0.796030654,0.905282819
2010,Atlanta Hawks,Atlanta Hawks,Hawks,ATL,0.913180263,12,Slightly High,0.573170732,0.756097561,0,2,0.92438459,0.922605833
2010,Boston Celtics,Boston Celtics,Celtics,BOS,0.948475673,13,High,0.756097561,0.853658537,2,2,0.972228023,0.922605833
2010,Charlotte Bobcats,Charlotte Bobcats,Hornets,CHA,0.829480526,11,Slightly Low,0.426829268,0.56097561,0,0,0.761440478,0.922605833
2010,Chicago Bulls,Chicago Bulls,Bulls,CHI,0.990820863,13,High,0.5,0.682926829,0,1,1.013386241,0.922605833
2010,Cleveland Cavaliers,Cleveland Cavaliers,Cavaliers,CLE,1.058151503,14,Very High,0.804878049,0.951219512,3,4,1.029744751,0.922605833
2010,Dallas Mavericks,Dallas Mavericks,Mavericks,DAL,1.041354167,14,Very High,0.609756098,0.780487805,3,2,1.043854167,0.922605833
2010,Denver Nuggets,Denver Nuggets,Nuggets,DEN,0.921875,12,Slightly High,0.658536585,0.804878049,1,4,0.88232582,0.922605833
2010,Detroit Pistons,Detroit Pistons,Pistons,DET,0.849383946,11,Slightly Low,0.475609756,0.512195122,0,1,0.990985686,0.922605833
2010,Golden State Warriors,Golden State Warriors,Warriors,GSW,0.919932639,12,Slightly High,0.353658537,0.512195122,0,0,0.966625842,0.922605833
2010,Houston Rockets,Houston Rockets,Rockets,HOU,0.91542509,12,Slightly High,0.646341463,0.804878049,2,2,0.968263639,0.922605833
2010,Indiana Pacers,Indiana Pacers,Pacers,IND,0.792389667,11,Slightly Low,0.43902439,0.609756098,0,0,0.791273782,0.922605833
2010,Los Angeles Clippers,Los Angeles Clippers,Clippers,LAC,0.857090413,11,Slightly Low,0.231707317,0.268292683,0,0,0.848017621,0.922605833
2010,Los Angeles Lakers,Los Angeles Lakers,Lakers,LAL,0.996276484,13,High,0.792682927,0.87804878,4,16,0.996276484,0.922605833
2010,Memphis Grizzlies,Memphis Grizzlies,Grizzlies,MEM,0.757839721,10,Low,0.292682927,0.390243902,0,0,0.716252669,0.922605833
2010,Miami Heat,Miami Heat,Heat,MIA,0.904591837,12,Slightly High,0.524390244,0.682926829,3,1,0.93005102,0.922605833
2010,Milwaukee Bucks,Milwaukee Bucks,Bucks,MIL,0.807180638,11,Slightly Low,0.414634146,0.536585366,0,0,0.822193728,0.922605833
2010,Minnesota Timberwolves,Minnesota Timberwolves,Timberwolves,MIN,0.795710823,11,Slightly Low,0.292682927,0.268292683,0,0,0.764306039,0.922605833
2010,New Jersey Nets,New Jersey Nets,Nets,NJN,0.700283256,9,Very Low,0.414634146,0.463414634,0,0,0.798302941,0.922605833
2010,New Orleans Hornets,New Orleans Hornets,Pelicans,NOH,0.897017845,12,Slightly High,0.597560976,0.682926829,2,1,1.005988024,0.922605833
2010,New York Knicks,New York Knicks,NY Knicks,NYK,0.984302443,13,High,0.390243902,0.487804878,0,0,0.973500909,0.922605833
2010,Oklahoma City Thunder,Oklahoma City Thunder,Thunder,OKC,0.9890128,13,High,0.280487805,0.365853659,0,0,1.02691864,0.922605833
2010,Orlando Magic,Orlando Magic,Magic,ORL,1,13,High,0.719512195,0.780487805,3,8,0.976060936,0.922605833
2010,Philadelphia 76ers,Philadelphia 76ers,76ers,PHI,0.694599082,9,Very Low,0.5,0.585365854,0,1,0.771657388,0.922605833
2010,Phoenix Suns,Phoenix Suns,Suns,PHO,1.033800012,14,Very High,0.56097561,0.682926829,1,0,1.079140062,0.922605833
2010,Portland Trail Blazers,Portland Trail Blazers,Trail Blazers,POR,1.054318194,14,Very High,0.658536585,0.829268293,2,1,1.055707011,0.922605833
2010,Sacramento Kings,Sacramento Kings,Kings,SAC,0.765375065,10,Low,0.207317073,0.268292683,0,0,0.725934053,0.922605833
2010,San Antonio Spurs,San Antonio Spurs,Spurs,SAS,0.98213704,13,High,0.658536585,0.682926829,3,1,0.991910088,0.922605833
2010,Toronto Raptors,Toronto Raptors,Raptors,TOR,0.903888889,12,Slightly High,0.402439024,0.43902439,0,0,0.948131313,0.922605833
2010,Utah Jazz,Utah Jazz,Jazz,UTA,1.058560035,14,Very High,0.585365854,0.804878049,0,1,1.087239157,0.922605833
2010,Washington Wizards,Washington Wizards,Wizards,WAS,0.796030654,11,Slightly Low,0.231707317,0.317073171,0,0,0.816073885,0.922605833
2009,Atlanta Hawks,Atlanta Hawks,Hawks,ATL,0.92438459,12,Slightly High,0.451219512,0.609756098,0,1,0.898553924,0.915933413
2009,Boston Celtics,Boston Celtics,Celtics,BOS,0.972228023,13,High,0.804878049,0.853658537,4,16,0.972228023,0.915933413
2009,Charlotte Bobcats,Charlotte Bobcats,Hornets,CHA,0.761440478,10,Low,0.390243902,0.512195122,0,0,0.771452534,0.915933413
2009,Chicago Bulls,Chicago Bulls,Bulls,CHI,1.013386241,14,Very High,0.402439024,0.487804878,0,0,1.051154563,0.915933413
2009,Cleveland Cavaliers,Cleveland Cavaliers,Cavaliers,CLE,1.029744751,14,Very High,0.548780488,0.658536585,3,2,1.053159737,0.915933413
2009,Dallas Mavericks,Dallas Mavericks,Mavericks,DAL,1.043854167,14,Very High,0.62195122,0.829268293,2,1,1.0565625,0.915933413
2009,Denver Nuggets,Denver Nuggets,Nuggets,DEN,0.88232582,12,Slightly High,0.609756098,0.804878049,0,1,0.88954918,0.915933413
2009,Detroit Pistons,Detroit Pistons,Pistons,DET,0.990985686,13,High,0.719512195,0.829268293,0,4,1,0.915933413
2009,Golden State Warriors,Golden State Warriors,Warriors,GSW,0.966625842,13,High,0.585365854,0.658536585,0,0,1.001735048,0.915933413
2009,Houston Rockets,Houston Rockets,Rockets,HOU,0.968263639,13,High,0.670731707,0.756097561,2,1,0.970589864,0.915933413
2009,Indiana Pacers,Indiana Pacers,Pacers,IND,0.791273782,11,Slightly Low,0.43902439,0.512195122,0,0,0.681861296,0.915933413
2009,Los Angeles Clippers,Los Angeles Clippers,Clippers,LAC,0.848017621,11,Slightly Low,0.280487805,0.317073171,0,0,0.885672331,0.915933413
2009,Los Angeles Lakers,Los Angeles Lakers,Lakers,LAL,0.996276484,13,High,0.695121951,0.731707317,3,8,0.996276484,0.915933413
2009,Memphis Grizzlies,Memphis Grizzlies,Grizzlies,MEM,0.716252669,10,Low,0.268292683,0.341463415,0,0,0.717657637,0.915933413
2009,Miami Heat,Miami Heat,Heat,MIA,0.93005102,12,Slightly High,0.182926829,0.219512195,0,0,0.993010204,0.915933413
2009,Milwaukee Bucks,Milwaukee Bucks,Bucks,MIL,0.822193728,11,Slightly Low,0.317073171,0.463414634,0,0,0.833199765,0.915933413
2009,Minnesota Timberwolves,Minnesota Timberwolves,Timberwolves,MIN,0.764306039,10,Low,0.268292683,0.365853659,0,0,0.762777953,0.915933413
2009,New Jersey Nets,New Jersey Nets,Nets,NJN,0.798302941,11,Slightly Low,0.414634146,0.512195122,0,0,0.825129124,0.915933413
2009,New Orleans Hornets,New Orleans Hornets,Pelicans,NOH,1.005988024,13,High,0.682926829,0.731707317,3,2,0.840754135,0.915933413
2009,New York Knicks,New York Knicks,NY Knicks,NYK,0.973500909,13,High,0.280487805,0.365853659,0,0,0.964819301,0.915933413
2009,Oklahoma City Thunder,Seattle SuperSonics,Thunder,OKC,1.02691864,14,Very High,0.243902439,0.317073171,0,0,0.733670274,0.915933413
2009,Orlando Magic,Orlando Magic,Magic,ORL,0.976060936,13,High,0.634146341,0.609756098,3,2,0.990836722,0.915933413
2009,Philadelphia 76ers,Philadelphia 76ers,76ers,PHI,0.771657388,10,Low,0.487804878,0.536585366,0,1,0.726145131,0.915933413
2009,Phoenix Suns,Phoenix Suns,Suns,PHO,1.079140062,14,Very High,0.670731707,0.731707317,4,1,1.079140062,0.915933413
2009,Portland Trail Blazers,Portland Trail Blazers,Trail Blazers,POR,1.055707011,14,Very High,0.5,0.682926829,0,0,1.005606707,0.915933413
2009,Sacramento Kings,Sacramento Kings,Kings,SAC,0.725934053,10,Low,0.463414634,0.634146341,0,0,0.817116129,0.915933413
2009,San Antonio Spurs,San Antonio Spurs,Spurs,SAS,0.991910088,13,High,0.682926829,0.829268293,3,4,1.007927028,0.915933413
2009,Toronto Raptors,Toronto Raptors,Raptors,TOR,0.948131313,13,High,0.5,0.609756098,0,1,0.981565657,0.915933413
2009,Utah Jazz,Utah Jazz,Jazz,UTA,1.087239157,14,Very High,0.658536585,0.902439024,3,2,1.087457664,0.915933413
2009,Washington Wizards,Washington Wizards,Wizards,WAS,0.816073885,11,Slightly Low,0.524390244,0.609756098,0,1,0.882393398,0.915933413
2008,Atlanta Hawks,Atlanta Hawks,Hawks,ATL,0.898553924,12,Slightly High,0.365853659,0.43902439,0,0,0.860691025,0.937171953
2008,Boston Celtics,Boston Celtics,Celtics,BOS,0.972228023,13,High,0.292682927,0.292682927,0,0,0.879254542,0.937171953
2008,Charlotte Bobcats,Charlotte Bobcats,Hornets,CHA,0.771452534,10,Low,0.402439024,0.487804878,0,0,0.815065262,0.937171953
2008,Chicago Bulls,Chicago Bulls,Bulls,CHI,1.051154563,14,Very High,0.597560976,0.756097561,0,2,1.063823684,0.937171953
2008,Cleveland Cavaliers,Cleveland Cavaliers,Cavaliers,CLE,1.053159737,14,Very High,0.609756098,0.731707317,2,8,1.051667353,0.937171953
2008,Dallas Mavericks,Dallas Mavericks,Mavericks,DAL,1.0565625,14,Very High,0.817073171,0.87804878,3,1,1.059947917,0.937171953
2008,Denver Nuggets,Denver Nuggets,Nuggets,DEN,0.88954918,12,Slightly High,0.548780488,0.56097561,1,1,0.882684426,0.937171953
2008,Detroit Pistons,Detroit Pistons,Pistons,DET,1,13,High,0.646341463,0.634146341,1,4,1,0.937171953
2008,Golden State Warriors,Golden State Warriors,Warriors,GSW,1.001735048,13,High,0.512195122,0.731707317,0,2,0.923862013,0.937171953
2008,Houston Rockets,Houston Rockets,Rockets,HOU,0.970589864,13,High,0.634146341,0.682926829,4,1,0.916366657,0.937171953
2008,Indiana Pacers,Indiana Pacers,Pacers,IND,0.681861296,9,Very Low,0.426829268,0.536585366,0,0,0.856943592,0.937171953
2008,Los Angeles Clippers,Los Angeles Clippers,Clippers,LAC,0.885672331,12,Slightly High,0.487804878,0.609756098,0,0,0.966068806,0.937171953
2008,Los Angeles Lakers,Los Angeles Lakers,Lakers,LAL,0.996276484,13,High,0.512195122,0.609756098,3,1,0.995647158,0.937171953
2008,Memphis Grizzlies,Memphis Grizzlies,Grizzlies,MEM,0.717657637,10,Low,0.268292683,0.341463415,0,0,0.823536023,0.937171953
2008,Miami Heat,Miami Heat,Heat,MIA,0.993010204,13,High,0.536585366,0.658536585,1,1,1.006122449,0.937171953
2008,Milwaukee Bucks,Milwaukee Bucks,Bucks,MIL,0.833199765,11,Slightly Low,0.341463415,0.43902439,0,0,0.864775338,0.937171953
2008,Minnesota Timberwolves,Minnesota Timberwolves,Timberwolves,MIN,0.762777953,10,Low,0.390243902,0.487804878,1,0,0.842976078,0.937171953
2008,New Jersey Nets,New Jersey Nets,Nets,NJN,0.825129124,11,Slightly Low,0.5,0.585365854,0,2,0.892010119,0.937171953
2008,New Orleans Hornets,New Orleans/Oklahoma City Hornets,Pelicans,NOH,0.840754135,11,Slightly Low,0.475609756,0.585365854,0,0,1.057271595,0.937171953
2008,New York Knicks,New York Knicks,NY Knicks,NYK,0.964819301,13,High,0.402439024,0.463414634,0,0,0.949172219,0.937171953
2008,Orlando Magic,Orlando Magic,Magic,ORL,0.990836722,13,High,0.487804878,0.609756098,1,1,0.978981731,0.937171953
2008,Philadelphia 76ers,Philadelphia 76ers,76ers,PHI,0.726145131,10,Low,0.426829268,0.512195122,0,0,0.724826643,0.937171953
2008,Phoenix Suns,Phoenix Suns,Suns,PHO,1.079140062,14,Very High,0.743902439,0.804878049,6,2,1.079140062,0.937171953
2008,Portland Trail Blazers,Portland Trail Blazers,Trail Blazers,POR,1.005606707,13,High,0.390243902,0.43902439,0,0,0.841520498,0.937171953
2008,Sacramento Kings,Sacramento Kings,Kings,SAC,0.817116129,11,Slightly Low,0.402439024,0.487804878,0,0,1,0.937171953
2008,San Antonio Spurs,San Antonio Spurs,Spurs,SAS,1.007927028,13,High,0.707317073,0.756097561,3,16,1.012813552,0.937171953
2008,Seattle SuperSonics,Seattle SuperSonics,Thunder,SEA,0.733670274,10,Low,0.37804878,0.487804878,0,0,0.876503873,0.937171953
2008,Toronto Raptors,Toronto Raptors,Raptors,TOR,0.981565657,13,High,0.573170732,0.731707317,2,1,0.922121212,0.937171953
2008,Utah Jazz,Utah Jazz,Jazz,UTA,1.087457664,14,Very High,0.62195122,0.756097561,0,4,1.068829892,0.937171953
2008,Washington Wizards,Washington Wizards,Wizards,WAS,0.882393398,12,Slightly High,0.5,0.634146341,2,1,0.902534879,0.937171953
2007,Atlanta Hawks,Atlanta Hawks,Hawks,ATL,0.860691025,11,Slightly Low,0.317073171,0.43902439,0,0,0.831824705,0.926505619
2007,Boston Celtics,Boston Celtics,Celtics,BOS,0.879254542,12,Slightly High,0.402439024,0.512195122,0,0,0.882177908,0.926505619
2007,Charlotte Bobcats,Charlotte Bobcats,Hornets,CHA,0.815065262,11,Slightly Low,0.317073171,0.414634146,0,0,0.857891702,0.926505619
2007,Chicago Bulls,Chicago Bulls,Bulls,CHI,1.063823684,14,Very High,0.5,0.512195122,0,1,1.012955969,0.926505619
2007,Cleveland Cavaliers,Cleveland Cavaliers,Cavaliers,CLE,1.051667353,14,Very High,0.609756098,0.756097561,3,2,0.99454508,0.926505619
2007,Dallas Mavericks,Dallas Mavericks,Mavericks,DAL,1.059947917,14,Very High,0.731707317,0.829268293,3,8,1.047604167,0.926505619
2007,Denver Nuggets,Denver Nuggets,Nuggets,DEN,0.882684426,12,Slightly High,0.536585366,0.634146341,1,1,0.877920082,0.926505619
2007,Detroit Pistons,Detroit Pistons,Pistons,DET,1,13,High,0.780487805,0.902439024,4,4,1,0.926505619
2007,Golden State Warriors,Golden State Warriors,Warriors,GSW,0.923862013,12,Slightly High,0.414634146,0.512195122,0,0,0.932435191,0.926505619
2007,Houston Rockets,Houston Rockets,Rockets,HOU,0.916366657,12,Slightly High,0.414634146,0.365853659,1,0,0.859263362,0.926505619
2007,Indiana Pacers,Indiana Pacers,Pacers,IND,0.856943592,11,Slightly Low,0.5,0.658536585,0,1,0.902694861,0.926505619
2007,Los Angeles Clippers,Los Angeles Clippers,Clippers,LAC,0.966068806,13,High,0.573170732,0.658536585,2,2,0.911212503,0.926505619
2007,Los Angeles Lakers,Los Angeles Lakers,Lakers,LAL,0.995647158,13,High,0.548780488,0.658536585,3,1,0.990245437,0.926505619
2007,Memphis Grizzlies,Memphis Grizzlies,Grizzlies,MEM,0.823536023,11,Slightly Low,0.597560976,0.731707317,0,1,0.887546364,0.926505619
2007,Miami Heat,Miami Heat,Heat,MIA,1.006122449,13,High,0.634146341,0.756097561,5,16,1.018061224,0.926505619
2007,Milwaukee Bucks,Milwaukee Bucks,Bucks,MIL,0.864775338,12,Slightly High,0.487804878,0.609756098,0,1,0.887802532,0.926505619
2007,Minnesota Timberwolves,Minnesota Timberwolves,Timberwolves,MIN,0.842976078,11,Slightly Low,0.402439024,0.585365854,0,0,0.850985351,0.926505619
2007,New Jersey Nets,New Jersey Nets,Nets,NJN,0.892010119,12,Slightly High,0.597560976,0.707317073,0,2,0.888900601,0.926505619
2007,New Orleans/Oklahoma City Hornets,New Orleans/Oklahoma City Hornets,Pelicans,NOK,1.057271595,14,Very High,0.463414634,0.585365854,0,0,1.077132863,0.926505619
2007,New York Knicks,New York Knicks,NY Knicks,NYK,0.949172219,13,High,0.280487805,0.365853659,0,0,0.955532001,0.926505619
2007,Orlando Magic,Orlando Magic,Magic,ORL,0.978981731,13,High,0.43902439,0.634146341,0,0,0.891186072,0.926505619
2007,Philadelphia 76ers,Philadelphia 76ers,76ers,PHI,0.724826643,10,Low,0.463414634,0.56097561,1,0,0.80662174,0.926505619
2007,Phoenix Suns,Phoenix Suns,Suns,PHO,1.079140062,14,Very High,0.658536585,0.756097561,4,4,1.043231211,0.926505619
2007,Portland Trail Blazers,Portland Trail Blazers,Trail Blazers,POR,0.841520498,11,Slightly Low,0.256097561,0.365853659,0,0,0.774085695,0.926505619
2007,Sacramento Kings,Sacramento Kings,Kings,SAC,1,13,High,0.536585366,0.658536585,0,1,1,0.926505619
2007,San Antonio Spurs,San Antonio Spurs,Spurs,SAS,1.012813552,14,Very High,0.768292683,0.829268293,2,2,1.020577696,0.926505619
2007,Seattle SuperSonics,Seattle SuperSonics,Thunder,SEA,0.876503873,12,Slightly High,0.426829268,0.536585366,0,0,0.889853321,0.926505619
2007,Toronto Raptors,Toronto Raptors,Raptors,TOR,0.922121212,12,Slightly High,0.329268293,0.365853659,0,0,0.861414141,0.926505619
2007,Utah Jazz,Utah Jazz,Jazz,UTA,1.068829892,14,Very High,0.5,0.536585366,0,0,1.001420299,0.926505619
2007,Washington Wizards,Washington Wizards,Wizards,WAS,0.902534879,12,Slightly High,0.512195122,0.658536585,1,1,0.844763215,0.926505619
2006,Atlanta Hawks,Atlanta Hawks,Hawks,ATL,0.831824705,11,Slightly Low,0.158536585,0.219512195,0,0,0.789380726,0.912848252
2006,Boston Celtics,Boston Celtics,Celtics,BOS,0.882177908,12,Slightly High,0.548780488,0.658536585,0,1,0.835299645,0.912848252
2006,Charlotte Bobcats,Charlotte Bobcats,Hornets,CHA,0.857891702,11,Slightly Low,0.219512195,0.341463415,0,0,0.756460659,0.912848252
2006,Chicago Bulls,Chicago Bulls,Bulls,CHI,1.012955969,14,Very High,0.573170732,0.658536585,0,1,0.965912894,0.912848252
2006,Cleveland Cavaliers,Cleveland Cavaliers,Cavaliers,CLE,0.99454508,13,High,0.512195122,0.707317073,2,0,0.984355702,0.912848252
2006,Dallas Mavericks,Dallas Mavericks,Mavericks,DAL,1.047604167,14,Very High,0.707317073,0.707317073,3,2,1.04484375,0.912848252
2006,Denver Nuggets,Denver Nuggets,Nuggets,DEN,0.877920082,12,Slightly High,0.597560976,0.756097561,0,1,0.904559426,0.912848252
2006,Detroit Pistons,Detroit Pistons,Pistons,DET,1,13,High,0.658536585,0.780487805,1,8,1,0.912848252
2006,Golden State Warriors,Golden State Warriors,Warriors,GSW,0.932435191,12,Slightly High,0.414634146,0.487804878,0,0,0.83435395,0.912848252
2006,Houston Rockets,Houston Rockets,Rockets,HOU,0.859263362,11,Slightly Low,0.62195122,0.634146341,1,1,0.896206037,0.912848252
2006,Indiana Pacers,Indiana Pacers,Pacers,IND,0.902694861,12,Slightly High,0.536585366,0.609756098,0,2,0.94816716,0.912848252
2006,Los Angeles Clippers,Los Angeles Clippers,Clippers,LAC,0.911212503,12,Slightly High,0.451219512,0.658536585,0,0,0.890497168,0.912848252
2006,Los Angeles Lakers,Los Angeles Lakers,Lakers,LAL,0.990245437,13,High,0.414634146,0.536585366,1,0,0.985525488,0.912848252
2006,Memphis Grizzlies,Memphis Grizzlies,Grizzlies,MEM,0.887546364,12,Slightly High,0.548780488,0.634146341,0,1,0.947622794,0.912848252
2006,Miami Heat,Miami Heat,Heat,MIA,1.018061224,14,Very High,0.719512195,0.853658537,5,4,1.014336735,0.912848252
2006,Milwaukee Bucks,Milwaukee Bucks,Bucks,MIL,0.887802532,12,Slightly High,0.365853659,0.56097561,0,0,0.83004755,0.912848252
2006,Minnesota Timberwolves,Minnesota Timberwolves,Timberwolves,MIN,0.850985351,11,Slightly Low,0.536585366,0.585365854,2,0,0.905311413,0.912848252
2006,New Jersey Nets,New Jersey Nets,Nets,NJN,0.888900601,12,Slightly High,0.512195122,0.585365854,0,1,0.795246126,0.912848252
2006,New Orleans/Oklahoma City Hornets,New Orleans Hornets,Pelicans,NOK,1.077132863,14,Very High,0.219512195,0.268292683,0,0,0.84312563,0.912848252
2006,New York Knicks,New York Knicks,NY Knicks,NYK,0.955532001,13,High,0.402439024,0.536585366,0,0,0.985009085,0.912848252
2006,Orlando Magic,Orlando Magic,Magic,ORL,0.891186072,12,Slightly High,0.43902439,0.585365854,0,0,0.835175534,0.912848252
2006,Philadelphia 76ers,Philadelphia 76ers,76ers,PHI,0.80662174,11,Slightly Low,0.524390244,0.609756098,3,1,0.872643813,0.912848252
2006,Phoenix Suns,Phoenix Suns,Suns,PHO,1.043231211,14,Very High,0.756097561,0.756097561,6,4,1.037314744,0.912848252
2006,Portland Trail Blazers,Portland Trail Blazers,Trail Blazers,POR,0.774085695,10,Low,0.329268293,0.43902439,0,0,0.853556916,0.912848252
2006,Sacramento Kings,Sacramento Kings,Kings,SAC,1,13,High,0.609756098,0.731707317,0,1,1,0.912848252
2006,San Antonio Spurs,San Antonio Spurs,Spurs,SAS,1.020577696,14,Very High,0.719512195,0.926829268,3,16,0.994461939,0.912848252
2006,Seattle SuperSonics,Seattle SuperSonics,Thunder,SEA,0.889853321,12,Slightly High,0.634146341,0.634146341,2,2,0.900273224,0.912848252
2006,Toronto Raptors,Toronto Raptors,Raptors,TOR,0.861414141,11,Slightly Low,0.402439024,0.536585366,0,0,0.866414141,0.912848252
2006,Utah Jazz,Utah Jazz,Jazz,UTA,1.001420299,13,High,0.317073171,0.43902439,0,0,1.024582104,0.912848252
2006,Washington Wizards,Washington Wizards,Wizards,WAS,0.844763215,11,Slightly Low,0.548780488,0.707317073,1,2,0.844763215,0.912848252
